,name,o-grade,abv-comment,location
1656,tuk,-1 +,x,"Italy, Scudi di Valgrande"
1657,evanescence,-1 +,x,"Italy, Milano, Cornalba"
1658,mishi,0,x,"Spain, Lleida, Oliana"
1659,n.n.,0,x,"Spain, Margalef, Cova Soleiada"
1660,n.n.,0,x,"Spain, Margalef, Cova Soleiada"
1661,happy hour,-1 +,x,"Spain, Lleida, Oliana"
1662,"le bal des sira""nes",-1 +,x,"France, Calanques, Paroi des toits (Luminy)"
1663,parfum sauvage,-1 +,fun,"France, Calanques, Grotte de l'ours (Luminy)"
1664,vigor,-1 +,x,"France, Nice, Gorges du Loup"
1665,arrow head,-1 +,x,"France, Nice, Gorges du Loup"
1666,ali baba,-1 +,x,"Italy, Sardinia, Domusnovas"
1667,patana,-1 +,x,"Italy, Sardinia, Codula Fuili"
1668,agnostic front,-1 +,nice,"Italy, Sardinia, Domusnovas"
1669,gollum,-1 +,hard,"Austria, Atztal, Niederthai"
1670,hurenkapnig,-1 +,tricky,"Austria, Wilder Kaiser, Schleierwasserfall"
1671,caty mini,-1 +,x,"Italy, Arco, Eremo di San Paolo"
1672,space,-1 +,x,"Austria, Zillertal, Monkey Island"
1673,slippery when wet von rechts,-1 +,x,"Austria, Wilder Kaiser, Schleierwasserfall"
1674,bamba1,-1 +,x,"Italy, Val d'Aosta, Il Cubo"
1675,b'eng,0,x,"Austria, Wilder Kaiser, Schleierwasserfall"
1676,have fun on top,0,x,"Austria, Wilder Kaiser, Schleierwasserfall"
1677,"once, i had friends",-1 +,x,"France, Nice, Gorges du Loup"
1678,n.n.,0,x,"France, Montpellier, Boffi"
1679,n.n.,0,nice,"France, Montpellier, Boffi"
1680,n.n. (uc),-1 +,x,"Germany, Pfalz, Unknown Crag"
1681,domina,-1 +,x,"Germany, Pfalz, Bruchweiler Geiersteine"
1682,world of wonders,-1 +,nice,"Austria, Wilder Kaiser, Schleierwasserfall"
1683,snake plissken,0,x,"Germany, Frankenjura, Ringlerwand"
1684,reloaded,-1 +,x,"Germany, Frankenjura, Neppwand"
1685,red handed,-1 +,x,"Germany, Frankenjura, Ringlerwand"
1686,johnny controletti,-1 +,x,"Germany, Frankenjura, Zsigmondy Ged.-Wand"
1687,superproduction,-1 +,x,"France, Baume les dames"
1688,acelera virtuoso,-1 +,x,"Spain, Siurana, Can Piqui Pugui"
1689,sam peris i cia,-1 +,nice,"Spain, Lleida, Santa Linya"
1690,pomplemouse rose,0,x,"Spain, Lleida, Terradets"
1691,bon viatge,-1 +,x,"Spain, Lleida, Terradets"
1692,la farce tranquille,-1 +,x,"France, Saint LA(c)ger, Face Sud"
1693,le bijou,-1 +,x,"France, Saint LA(c)ger, Face Sud"
1694,n.n.,-1 +,x,"France, Saint LA(c)ger, Unknown Crag"
1695,raave de papillon,0,x,"France, Aix-en-Provence, Buoux"
1696,active discharge,-1 +,x,"Slovenia, Osp/Misja Pec, Luknja"
1697,stagioni negli abissi,-1 +,x,"Italy, Sardinia, Quirra"
1698,dormono sulla collina,-1 +,x,"Italy, Sardinia, Quirra"
1699,protestante,-1 +,x,"Italy, Sardinia, Codula Fuili"
1700,la vigianite,-1 +,x,"Italy, Sardinia, Codula Fuili"
1701,kouzelnak a 1/2 ito / zauberer zito,-1 +,x,"Czechia, LabskA(c) AodolA, Belveder"
1702,frankenjura,-1 +,x,"Czechia, LabskA(c) AodolA, Belveder"
1703,the flow,-1 +,x,"Germany, Frankenjura, Vogelherdgrotte"
1704,ludwag,-1 +,nice,"Germany, Frankenjura, Vogelherdgrotte"
1705,cincoocho,-1 +,nice,"Ecuador, Acantilado de San Juan"
1706,antigravitation,-1 +,nice,"Germany, Frankenjura, Einstein"
1707,hooligan,-1 +,x,"Germany, Frankenjura, Nankendorfer Block"
1708,anti blockier system,-1 +,x,"Germany, Frankenjura, Burg Rabenstein (Solarium)"
1709,testarossa,-1 +,x,"Germany, Frankenjura, GroAe Dooser Welle"
1710,grenzga$?nger,-1 +,nice,"Switzerland, Voralpsee"
1711,n.n.,-1 +,x,"France, Nice, Gorges du Loup"
1712,caligula,-1 +,x,"France, Nice, Gorges du Loup"
1713,melior,0,x,"Germany, Frankenjura, Wachbergfelsen"
1714,wattepuper,-1 +,x,"Germany, Frankenjura, Teddywand"
1715,blutspur,0,x,"Germany, Frankenjura, Kanzelfels (Krottenseer Forst)"
1716,schnakenperiode,-1 +,x,"Germany, Frankenjura, Zinkenstein"
1717,tschernobyl,-1 +,x,"Germany, Frankenjura, Gelbe Wand"
1718,victoria,0,x,"Germany, Frankenjura, Rammstein"
1719,masochist,-1 +,x,"Germany, Frankenjura, Wallfahrt & Eliade"
1720,wenigstens fla 1/4 gel,-1 +,nice,"Austria, Rax-Schneeberg-Gruppe, AdlitzgrA$?ben"
1721,boaa muka,-1 +,nice,"Czechia, LabskA(c) AodolA, Belveder"
1722,inquisition,0,x,"Germany, Frankenjura, Ringlerwand"
1723,airline,0,nice,"Spain, Lleida, Santa Linya"
1724,scassa canna,-1 +,x,"Italy, Andonno"
1725,otrok oslade,-1 +,x,"Slovenia, Vipavska Bela"
1726,game over,0,x,"Czechia, LabskA(c) AodolA, Belveder"
1727,matrix,-1 +,x,"Czechia, LabskA(c) AodolA, Belveder"
1728,synergie,-1 +,nice,"Germany, Frankenjura, Fuchsloch"
1729,el sepes,-1 +,x,"Spain, Rodellar, Gran BA3veda"
1730,lola,-1 +,x,"Spain, Rodellar, Barrio de los Gitanos"
1731,a cravita,-1 +,x,"Spain, Rodellar, Las Ventanas del Mascun"
1732,fa(c)erie pour une autre fois,-1 +,x,"France, Gorges du Tarn, De que fas aqui ?"
1733,aligot,-1 +,x,"France, Gorges du Tarn, Dromadaire"
1734,le grand pa(c)la(c)rinage,-1 +,x,"France, Gorges du Tarn, Tennessee"
1735,kombinace levitace,-1 +,x,"Czechia, MoravskA 1/2  kras"
1736,wonderwall,-1 +,x,"Italy, Verona, Ceredo"
1737,l'integrista,-1 +,x,"Spain, Lleida, Terradets"
1738,n.n.,0,x,"Spain, Lleida, Santa Linya"
1739,el latido del miedo,0,x,"Spain, Lleida, Terradets"
1740,la crema,0,technical,"Spain, Siurana, La Siuranella - Sud"
1741,fer fum fa mal fal fit,-1 +,x,"Spain, Siurana, Can Famal"
1742,n.n.,-1 +,x,"Spain, Montsant, N.N."
1743,primera lanea,-1 +,x,"Spain, Lleida, Terradets"
1744,tutto da rifare,0,nice,"Italy, Andonno"
1745,full empire,-1 +,x,"France, Nice, Castillon"
1746,trace directe,-1 +,x,"France, Nice, Castillon"
1747,ivanka,-1 +,x,"Unknown, Lukov"
1748,hraba arachloch,0,x,"Unknown, Lukov"
1749,cviaena! opice,-1 +,bouldery,"Unknown, PA!lava"
1750,lidoarout,0,x,"Unknown, Lukov"
1751,aerna! spa!ra,-1 +,x,"Czechia, MoravskA 1/2  kras"
1752,big boss,-1 +,x,"Germany, Frankenjura, Leutzdorfer Wand"
1753,red skies over paradise,-1 +,x,"Germany, Frankenjura, Toni Schmid Ged.-Wand"
1754,laeau rage,-1 +,nice,"Germany, Frankenjura, Holzgauer Wand"
1755,kante philosophy,-1 +,x,"Czechia, LabskA(c) AodolA, LabskA! panna / Elbjungfer"
1756,gib mir deinen saft,0,x,"Germany, Frankenjura, Vierte Dimension"
1757,ira technokratie,0,x,"Germany, Frankenjura, Krottenseer Turm"
1758,slotmachine,-1 +,x,"Germany, Frankenjura, Drachenburg"
1759,"plana""te groove",-1 +,x,"France, Gorges du Tarn, AmphithA(c)atre"
1760,little big boss,-1 +,x,"France, Gorges du Tarn, Grand toit"
1761,ochcana 1/2  kapesnak,-1 +,x,"Unknown, Alternativna stena"
1762,n.n.,-1 +,x,"France, Saint LA(c)ger, Unknown Crag"
1763,hilti blues,-1 +,hard,"France, Saint LA(c)ger, Face Sud"
1764,slip bouse,-1 +,x,"France, Saint LA(c)ger, Face Sud"
1765,joe weider's rock principle,-1 +,x,"France, Aix-en-Provence, Buoux"
1766,prisetorique,-1 +,not nice,"France, Nice, Gorges du Loup"
1767,cro-minus,-1 +,x,"France, Nice, Gorges du Loup"
1768,y a pas d'arrangements,-1 +,hard,"France, Nice, Peillon"
1769,n.n.,-1 +,x,"France, Nice, Castillon"
1770,invidia (2nd anch.),-1 +,x,"Italy, Sperlonga, Spiaggia dell'Arenauta"
1771,hormon buranin,-1 +,x,"Czechia, MoravskA 1/2  kras"
1772,letzte ausfahrt bruck,-1 +,x,"Germany, Frankenjura, Castellwand"
1773,panychida,-1 +,x,"Czechia, MoravskA 1/2  kras"
1774,die zwei muskeltiere,0,x,"Germany, Frankenjura, Soranger Wand"
1775,arbitrage,-1 +,x,"Austria, Rax-Schneeberg-Gruppe, AdlitzgrA$?ben"
1776,les nouvelles plantations du christ,-1 +,x,"France, Gorges du Tarn, Tennessee"
1777,pochybna! povast,-1 +,x,"Czechia, MoravskA 1/2  kras"
1778,na!ladova!,-1 +,x,"Czechia, MoravskA 1/2  kras"
1779,runway,-1 +,x,"Czechia, MoravskA 1/2  kras"
1780,blowjob,-1 +,x,"Germany, Frankenjura, Holzgauer Wand"
1781,tlusta chlapci..,-1 +,x,"Czechia, MoravskA 1/2  kras"
1782,iglu,-1 +,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1783,cool fra(c)na(c)sie,-1 +,hard,"France, Saint LA(c)ger, Face Est"
1784,chronaxie,-1 +,x,"France, Montpellier, Claret"
1785,macao,-1 +,x,"France, Montpellier, Claret"
1786,quart de siecle,-1 +,x,"France, Gard, Russan"
1787,atlantis,-1 +,x,"France, Provence, ChAC/teauvert"
1788,gameboy plus,-1 +,x,"Italy, Arco, Massone"
1789,ikebana,-1 +,x,"Italy, Arco, Camerette"
1790,la cucina dell'inferno,-1 +,easy,"Italy, Arco, Massone"
1791,glaspatronenmatch,-1 +,easy,"Germany, Frankenjura, Endorama"
1792,out of berlin,-1 +,x,"Germany, Frankenjura, Obere Schlossbergwand"
1793,red rocks,-1 +,x,"Italy, Arco, Massone"
1794,bookaro banzai,-1 +,x,"France, Orpierre"
1795,petit tom (short),-1 +,x,"France, CA(c)A 1/4 se, Berlin"
1796,self destroying prophecy,-1 +,x,"Austria, Rax-Schneeberg-Gruppe, AdlitzgrA$?ben"
1797,fanal,-1 +,x,"Germany, Frankenjura, Krottenseer Turm"
1798,slimline,-1 +,easy,"Germany, Frankenjura, Waldkopf"
1799,ruptur,-1 +,x,"Germany, Frankenjura, Marientaler WA$?nde"
1800,giljotina,-1 +,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1801,samsara,-1 +,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1802,corto,-1 +,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1803,funky shit,-1 +,x,"Croatia, Paklenica, Hram"
1804,libia,-1,x,"Italy, Arco, Camerette"
1805,schauer power,-1,x,"Germany, Frankenjura, Endorama"
1806,jfk,-1,easy,"Germany, Frankenjura, Kuhleutner Wand"
1807,gaptterha$?mmerung,-1,x,"Germany, Frankenjura, Schlaraffenland"
1808,la femme noire,-1,x,"France, CA(c)A 1/4 se, Demi Lune"
1809,makach walou,-1,easy,"France, CA(c)A 1/4 se, Berlin"
1810,loveparade,-1,x,"Germany, Frankenjura, Rolandfels"
1811,32 metri di delusione,-1,x,"Italy, Arco, Nomesino"
1812,pingvin b,-1,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1813,j.s.f.k.,-1,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1814,maa+-ana,-1,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1815,headline,-1,x,"Germany, Frankenjura, Ziegenfelder WA$?nde (Klinge)"
1816,vapgeln verboten,-1,x,"Germany, Frankenjura, GrA 1/4 ne HAPlle"
1817,hitch-hike the plane,-1,x,"Germany, Frankenjura, Krottenseer Turm"
1818,windsta$?rke 9,-1 -,x,"Germany, Frankenjura, Klagemauer"
1819,johanova,-1 -,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1820,disneland,-1 -,x,"Italy, Arco, Massone"
1821,pilotwings,-1 -,x,"Italy, Arco, Massone"
1822,flash dance,-1 -,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1823,eolo,-1 -,x,"Slovenia, Osp/Misja Pec, Banje in Babna"
1824,knoflakova! va!lka,-1 -,x,"Czechia, MoravskA 1/2  kras"
1825,stromlinie,-1 -,x,"Germany, Frankenjura, Marientaler WA$?nde"
1826,meglio un giallo che un gallo,-1 -,x,"Italy, Arco, Massone"
1827,il cattivo ist a 1/4 berall,-1 -,x,"Italy, Arco, Massone"
1828,abissi,-1 -,x,"Italy, Arco, Massone"
1829,cannabis,-1 -,x,"Italy, Arco, Massone"
1830,ladina aa!rka,-1 -,x,"Czechia, RoviA!tA"
1831,varlid,-1 -,x,"Czechia, RoviA!tA"
1832,buena suerte,-1 -,x,"Slovenia, Osp/Misja Pec, Banje in Babna"
1833,dumbo,-2 +,x,"Germany, Frankenjura, Ziegenfelder WA$?nde (Klinge)"
1834,supermario,-2 +,x,"Italy, Arco, Nago"
1835,"c'a"" qualcuno che non sa",-2 +,x,"Italy, Arco, Massone"
1836,tiramisu,-2 +,x,"Germany, Frankenjura, PuIttlacher Wand"
1837,runo,-2 +,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1838,progetto,-2 +,x,"Czechia, RoviA!tA"
1839,loacher,-2 +,x,"Italy, Arco, Massone"
1840,nova(c) koaena,-2 +,x,"Czechia, RoviA!tA"
1841,deprese,-2 +,x,"Czechia, MoravskA 1/2  kras"
1842,halucinacna,-2 +,x,"Unknown, Skalka pri Trencine"
1843,maaarbeit,-2 +,x,"Germany, Frankenjura, Stadeltenne"
1844,zugabe,-2 +,x,"Germany, Frankenjura, Stadeltenne"
1845,ich habas wollen wissen,-2 +,x,"Germany, Frankenjura, Zwergenschloss"
1846,a panalska 1/2  la 3/4 i,-2,x,"Czechia, RoviA!tA"
1847,fingerbeiaer,-2,x,"Germany, Frankenjura, Stadeltenne"
1848,berti vogts ged.-weg,-2,x,"Germany, Frankenjura, Zwergenschloss"
1849,la bampa,-2 -,x,"Italy, Arco, Massone"
1850,mirta del pineto,-2 -,x,"Italy, Arco, Massone"
1851,sreaa vrtnice,-2 -,x,"Slovenia, Osp/Misja Pec, MiA!ja PeA"
1852,jonathan livingstone,-2 -,x,"Slovenia, Osp/Misja Pec, Banje in Babna"
1853,gottes vergessene kinder,-2 -,x,"Austria, Rax-Schneeberg-Gruppe, AdlitzgrA$?ben"
